ID,Funcionario_ID,PDI_ID,Area,Lideranca,Data_Inicio,Data_Conclusao_Planejada,Data_Conclusao_Real,Status,Aderencia_Percentual,Evolucao_Competencias
3274,2159,41,Gente & Gestão,Líder 32,2023-03-01,2023-09-27,,Cancelado,39.96,4.23
3275,2161,394,Produto,Líder 20,2023-12-16,2024-06-13,,Cancelado,33.62,2.62
3276,2163,178,Comercial,Líder 28,2023-02-26,2023-11-23,2023-04-10,Concluído,86.62,9.36
3277,2163,26,Comercial,Líder 32,2023-04-30,2024-03-25,2023-10-09,Concluído,88.34,6.09
3278,2164,26,Tecnologia,Líder 20,2024-12-03,2024-12-31,,Em Andamento,76.38,7.57
3279,2164,200,Tecnologia,Líder 33,2024-11-02,2024-12-31,,Em Andamento,46.73,4.29
3280,2165,300,Vendas,Líder 41,2024-09-15,2024-12-14,2024-12-07,Concluído,96.55,8.27
3281,2165,244,Vendas,Líder 18,2024-12-13,2024-12-31,,Em Andamento,38.36,4.61
3282,2166,236,Qualidade,Líder 27,2024-12-25,2024-12-31,2024-12-30,Concluído,85.78,9.57
3283,2166,204,Qualidade,Líder 29,2024-12-17,2024-12-31,,Em Andamento,60.46,4.08
3284,2167,77,Qualidade,Líder 48,2024-09-11,2024-12-31,2024-12-31,Concluído,81.65,8.58
3285,2167,68,Qualidade,Líder 45,2024-07-07,2024-12-31,2024-12-19,Concluído,72.11,6.47
3286,2167,164,Qualidade,Líder 8,2024-08-12,2024-12-31,2024-12-31,Concluído,71.99,6.12
3287,2168,497,Tecnologia,Líder 6,2023-09-02,2024-02-29,2024-04-06,Concluído,97.02,7.39
3288,2169,437,Gente & Gestão,Líder 4,2024-06-09,2024-10-07,2024-09-21,Concluído,85.32,8.83
3289,2169,285,Gente & Gestão,Líder 21,2024-06-10,2024-12-31,2024-12-31,Concluído,83.71,7.7
3290,2169,497,Gente & Gestão,Líder 7,2024-08-27,2024-12-31,2024-09-17,Concluído,77.24,6.54
3291,2170,181,Financeiro,Líder 17,2023-11-09,2024-02-07,2024-03-17,Concluído,76.41,9.42
3292,2171,112,Financeiro,Líder 37,2023-09-08,2024-03-06,,Em Andamento,46.16,7.69
3293,2171,429,Financeiro,Líder 32,2022-08-18,2023-02-14,2023-03-14,Concluído,99.01,6.09
3294,2171,217,Financeiro,Líder 7,2024-08-14,2024-12-31,2024-09-04,Concluído,76.6,6.04
3295,2172,488,Qualidade,Líder 22,2024-11-12,2024-12-31,,Cancelado,33.15,4.39
3296,2173,116,Qualidade,Líder 38,2024-02-21,2024-12-31,2024-09-24,Concluído,93.75,8.05
3297,2173,461,Qualidade,Líder 48,2023-03-20,2024-01-14,,Em Andamento,63.12,7.96
3298,2173,86,Qualidade,Líder 10,2024-03-17,2024-12-12,,Em Andamento,56.3,7.04
3299,2175,369,Operações,Líder 4,2023-06-05,2024-03-31,2024-02-27,Concluído,80.1,7.77
3300,2178,101,Operações,Líder 33,2024-11-25,2024-12-31,2024-11-26,Concluído,72.73,8.56
3301,2180,475,Produto,Líder 18,2023-12-01,2024-09-26,,Em Andamento,23.61,7.57
3302,2180,151,Produto,Líder 41,2024-07-28,2024-12-31,2024-12-31,Concluído,91.87,6.57
3303,2180,72,Produto,Líder 26,2023-12-23,2024-08-19,2024-01-06,Concluído,95.1,6.67
3304,2181,134,Produto,Líder 30,2024-12-27,2024-12-31,2024-12-31,Concluído,70.02,9.7
3305,2181,31,Produto,Líder 6,2024-11-25,2024-12-31,,Cancelado,22.02,2.02
3306,2182,415,Financeiro,Líder 30,2024-08-26,2024-12-31,2024-12-19,Concluído,87.77,9.77
3307,2182,127,Financeiro,Líder 8,2024-09-28,2024-12-31,,Em Andamento,54.79,4.47
3308,2182,471,Financeiro,Líder 30,2024-06-03,2024-09-01,2024-10-29,Concluído,84.98,7.42
3309,2183,136,Produto,Líder 20,2023-05-16,2023-08-14,2023-07-23,Concluído,80.96,6.75
3310,2184,487,Inovação,Líder 16,2024-12-18,2024-12-31,,Cancelado,20.23,5.42
3311,2185,142,Inovação,Líder 5,2023-06-14,2024-04-09,2023-08-07,Concluído,82.51,9.26
3312,2185,367,Inovação,Líder 27,2023-04-03,2023-09-30,2023-09-10,Concluído,95.93,9.23
3313,2187,473,Vendas,Líder 4,2024-10-13,2024-12-31,2024-12-31,Concluído,94.06,8.29
3314,2189,112,Vendas,Líder 25,2024-03-26,2024-08-23,,Cancelado,19.18,4.23
3315,2189,3,Vendas,Líder 50,2023-11-06,2024-08-02,,Em Andamento,69.59,4.73
3316,2189,136,Vendas,Líder 19,2024-06-06,2024-12-31,2024-07-04,Concluído,74.19,9.64
3317,2190,355,Gente & Gestão,Líder 25,2024-05-15,2024-09-12,2024-11-02,Concluído,90.47,7.39
3318,2192,460,Tecnologia,Líder 24,2024-09-30,2024-12-31,2024-10-06,Concluído,80.9,9.16
3319,2192,321,Tecnologia,Líder 42,2024-10-06,2024-12-31,2024-12-14,Concluído,73.09,6.73
3320,2192,451,Tecnologia,Líder 47,2024-08-09,2024-12-31,2024-12-31,Concluído,76.25,6.59
3321,2194,309,Suporte,Líder 46,2024-08-29,2024-12-31,,Em Andamento,31.49,5.74
3322,2195,58,Produto,Líder 42,2023-01-12,2023-11-08,,Em Andamento,59.89,5.69
3323,2195,444,Produto,Líder 47,2024-08-17,2024-12-31,2024-09-26,Concluído,94.04,8.11
3324,2195,386,Produto,Líder 28,2024-02-19,2024-09-16,2024-06-14,Concluído,84.41,7.94
3325,2196,152,Inovação,Líder 47,2024-09-01,2024-12-31,2024-11-11,Concluído,94.5,9.43
3326,2196,365,Inovação,Líder 28,2024-07-17,2024-12-31,,Em Andamento,25.73,6.84
3327,2197,274,Suporte,Líder 19,2024-12-20,2024-12-31,2024-12-31,Concluído,94.39,9.88
3328,2197,169,Suporte,Líder 35,2023-05-06,2024-03-31,2023-09-27,Concluído,94.97,7.72
3329,2198,39,Financeiro,Líder 44,2024-11-23,2024-12-31,,Em Andamento,73.5,5.99
3330,2198,226,Financeiro,Líder 6,2024-10-01,2024-12-31,2024-10-01,Concluído,90.62,9.07
3331,2199,302,Comercial,Líder 42,2022-04-25,2022-08-23,2022-05-27,Concluído,77.31,8.05
3332,2200,489,Vendas,Líder 19,2023-05-13,2023-08-11,2023-05-22,Concluído,98.87,8.25
3333,2200,164,Vendas,Líder 20,2024-12-13,2024-12-31,2024-12-31,Concluído,83.41,6.33
3334,2200,161,Vendas,Líder 21,2023-12-24,2024-04-22,2024-06-13,Concluído,79.11,7.59
3335,2201,376,Operações,Líder 8,2024-12-31,2024-12-31,2024-12-31,Concluído,96.72,9.56
3336,2201,353,Operações,Líder 4,2024-12-24,2024-12-31,,Cancelado,33.45,5.69
3337,2201,55,Operações,Líder 44,2024-12-21,2024-12-31,2024-12-31,Concluído,71.05,8.8
3338,2202,119,Marketing,Líder 19,2024-09-01,2024-12-31,2024-10-14,Concluído,81.39,8.13
3339,2202,58,Marketing,Líder 5,2024-02-05,2024-06-04,2024-03-11,Concluído,80.67,7.19
3340,2203,420,Tecnologia,Líder 40,2024-05-22,2024-11-18,2024-06-29,Concluído,77.05,7.1
3341,2204,283,Financeiro,Líder 37,2023-08-18,2024-06-13,2023-10-01,Concluído,90.53,7.59
3342,2204,476,Financeiro,Líder 13,2023-12-02,2024-03-31,2024-04-13,Concluído,76.91,8.09
3343,2205,241,Qualidade,Líder 10,2023-05-21,2023-10-18,,Em Andamento,36.41,7.04
3344,2205,347,Qualidade,Líder 25,2022-12-06,2023-12-01,2022-12-17,Concluído,75.72,7.44
3345,2205,153,Qualidade,Líder 42,2022-11-21,2023-10-17,2023-01-29,Concluído,99.61,9.85
3346,2206,233,Financeiro,Líder 15,2024-09-21,2024-12-31,,Em Andamento,79.4,7.23
3347,2206,218,Financeiro,Líder 26,2024-10-01,2024-12-31,,Em Andamento,72.32,6.61
3348,2207,493,Produto,Líder 30,2023-12-20,2024-03-19,,Em Andamento,21.21,7.39
3349,2207,386,Produto,Líder 18,2023-11-18,2024-07-15,2024-05-26,Concluído,92.71,9.28
3350,2207,93,Produto,Líder 5,2022-10-28,2023-05-26,2023-02-26,Concluído,81.35,8.61
3351,2209,1,Tecnologia,Líder 33,2023-08-03,2024-07-28,2024-07-26,Concluído,99.38,8.84
3352,2209,412,Tecnologia,Líder 18,2024-07-23,2024-12-31,2024-12-31,Concluído,70.11,8.11
3353,2211,469,Operações,Líder 43,2024-10-24,2024-12-31,2024-12-31,Concluído,92.01,8.36
3354,2211,143,Operações,Líder 38,2024-07-14,2024-12-31,,Em Andamento,46.49,4.34
3355,2211,243,Operações,Líder 35,2024-12-23,2024-12-31,,Em Andamento,60.05,7.73
3356,2212,402,Comercial,Líder 45,2022-04-27,2023-04-22,2023-06-17,Concluído,99.91,7.43
3357,2214,331,Marketing,Líder 48,2024-12-10,2024-12-31,2024-12-31,Concluído,92.7,9.48
3358,2214,262,Marketing,Líder 21,2022-06-27,2023-01-23,,Em Andamento,77.04,7.74
3359,2215,156,Marketing,Líder 4,2022-07-22,2023-04-18,2023-01-18,Concluído,85.05,8.02
3360,2216,496,Suporte,Líder 38,2024-11-30,2024-12-31,,Cancelado,36.36,3.51
3361,2217,92,Gente & Gestão,Líder 29,2023-08-02,2023-12-30,,Em Andamento,59.25,7.77
3362,2218,209,Tecnologia,Líder 10,2023-07-14,2023-12-11,2023-12-02,Concluído,90.46,6.35
3363,2218,425,Tecnologia,Líder 13,2024-08-16,2024-12-14,,Em Andamento,25.02,4.44
3364,2218,470,Tecnologia,Líder 41,2024-06-11,2024-12-31,,Em Andamento,77.1,6.03
3365,2220,23,Qualidade,Líder 21,2024-05-26,2024-12-31,,Cancelado,16.87,2.83
3366,2222,6,Tecnologia,Líder 36,2024-12-31,2024-12-31,,Cancelado,4.56,3.86
3367,2222,247,Tecnologia,Líder 29,2024-01-21,2024-11-16,,Em Andamento,65.43,7.51
3368,2222,33,Tecnologia,Líder 47,2024-06-02,2024-12-31,2024-08-10,Concluído,77.12,9.74
3369,2223,322,Gente & Gestão,Líder 15,2024-01-13,2024-09-09,2024-08-12,Concluído,92.1,8.31
3370,2223,414,Gente & Gestão,Líder 3,2024-05-25,2024-12-21,2024-07-24,Concluído,89.39,9.5
3371,2224,49,Inovação,Líder 5,2024-04-21,2024-07-20,,Cancelado,21.76,2.08
3372,2225,245,Qualidade,Líder 11,2022-08-30,2022-11-28,2022-09-08,Concluído,95.15,7.75
3373,2225,458,Qualidade,Líder 12,2024-05-29,2024-12-25,,Cancelado,34.86,2.06
3374,2225,8,Qualidade,Líder 1,2024-03-17,2024-12-31,2024-05-04,Concluído,79.12,8.0
3375,2226,19,Inovação,Líder 32,2024-12-22,2024-12-31,2024-12-31,Concluído,76.15,6.56
3376,2226,55,Inovação,Líder 16,2024-11-30,2024-12-31,2024-12-31,Concluído,93.37,6.68
3377,2227,43,Inovação,Líder 4,2024-12-18,2024-12-31,2024-12-27,Concluído,96.29,6.74
3378,2227,490,Inovação,Líder 24,2024-09-22,2024-12-31,,Em Andamento,70.03,7.9
3379,2229,409,Marketing,Líder 26,2024-12-18,2024-12-31,2024-12-31,Concluído,78.3,9.16
3380,2229,401,Marketing,Líder 36,2024-11-14,2024-12-31,2024-12-31,Concluído,94.28,9.78
3381,2229,47,Marketing,Líder 11,2024-06-10,2024-10-08,2024-09-10,Concluído,99.67,9.28
3382,2230,94,Inovação,Líder 35,2024-08-16,2024-12-31,,Cancelado,0.11,2.22
3383,2230,68,Inovação,Líder 7,2024-08-16,2024-12-31,2024-12-31,Concluído,80.43,7.02
3384,2231,211,Marketing,Líder 29,2024-11-07,2024-12-31,2024-12-06,Concluído,99.44,8.55
3385,2231,409,Marketing,Líder 37,2024-12-21,2024-12-31,,Em Andamento,38.49,5.93
3386,2231,53,Marketing,Líder 8,2024-12-16,2024-12-31,,Em Andamento,77.03,4.29
3387,2232,131,Tecnologia,Líder 6,2024-01-27,2024-11-22,,Cancelado,33.27,3.7
3388,2233,123,Inovação,Líder 41,2024-12-16,2024-12-31,2024-12-28,Concluído,79.93,9.48
3389,2233,494,Inovação,Líder 26,2024-12-20,2024-12-31,,Cancelado,28.39,5.9
3390,2233,370,Inovação,Líder 26,2024-12-24,2024-12-31,,Em Andamento,65.89,7.45
3391,2234,442,Inovação,Líder 42,2024-12-07,2024-12-31,2024-12-31,Concluído,95.9,7.14
3392,2234,101,Inovação,Líder 40,2024-12-21,2024-12-31,2024-12-31,Concluído,71.44,9.41
3393,2235,384,Inovação,Líder 27,2024-09-13,2024-12-31,2024-12-31,Concluído,70.51,8.58
3394,2235,214,Inovação,Líder 12,2024-07-10,2024-12-31,2024-12-31,Concluído,86.45,6.71
3395,2235,263,Inovação,Líder 36,2024-12-28,2024-12-31,,Em Andamento,49.06,7.97
3396,2238,179,Tecnologia,Líder 13,2022-11-27,2023-04-26,2023-06-13,Concluído,76.57,9.47
3397,2238,305,Tecnologia,Líder 13,2023-11-20,2024-04-18,2023-12-29,Concluído,71.97,9.48
3398,2238,303,Tecnologia,Líder 42,2024-04-07,2024-08-05,2024-06-13,Concluído,95.37,9.07
3399,2240,395,Suporte,Líder 39,2024-10-08,2024-12-31,,Em Andamento,40.47,7.99
3400,2240,248,Suporte,Líder 32,2023-05-11,2024-01-06,2023-07-21,Concluído,76.42,6.46
3401,2240,429,Suporte,Líder 42,2023-03-07,2024-01-31,2023-09-04,Concluído,74.71,9.07
3402,2241,275,Financeiro,Líder 22,2024-12-10,2024-12-31,2024-12-24,Concluído,94.18,9.18
3403,2241,473,Financeiro,Líder 8,2024-11-23,2024-12-31,2024-12-29,Concluído,84.76,8.82
3404,2241,203,Financeiro,Líder 49,2024-11-11,2024-12-31,2024-11-24,Concluído,83.78,7.69
3405,2242,357,Operações,Líder 44,2024-12-24,2024-12-31,2024-12-31,Concluído,98.68,6.86
3406,2242,241,Operações,Líder 18,2024-11-14,2024-12-31,2024-12-06,Concluído,70.2,8.18
3407,2242,136,Operações,Líder 21,2024-11-28,2024-12-31,2024-11-29,Concluído,81.33,8.57
3408,2243,130,Produto,Líder 32,2024-12-28,2024-12-31,,Em Andamento,41.02,6.3
3409,2245,73,Suporte,Líder 23,2024-11-30,2024-12-31,2024-12-31,Concluído,80.63,9.3
3410,2245,65,Suporte,Líder 49,2024-11-27,2024-12-31,,Em Andamento,20.28,5.12
3411,2245,210,Suporte,Líder 47,2024-11-22,2024-12-31,2024-12-31,Concluído,81.96,6.97
3412,2246,50,Marketing,Líder 25,2024-11-22,2024-12-31,2024-12-31,Concluído,91.12,8.58
3413,2246,483,Marketing,Líder 12,2024-09-13,2024-12-31,2024-12-16,Concluído,83.13,8.16
3414,2246,310,Marketing,Líder 1,2024-04-05,2024-12-01,2024-08-07,Concluído,99.26,7.66
3415,2247,168,Qualidade,Líder 32,2024-11-27,2024-12-31,2024-12-31,Concluído,91.39,8.07
3416,2248,484,Financeiro,Líder 30,2024-05-16,2024-12-31,2024-11-23,Concluído,95.42,6.1
3417,2248,266,Financeiro,Líder 4,2022-10-04,2023-04-02,2023-03-31,Concluído,83.52,6.3
3418,2248,483,Financeiro,Líder 45,2022-09-05,2023-08-31,2023-02-08,Concluído,97.75,9.86
3419,2249,83,Financeiro,Líder 13,2024-08-12,2024-12-31,2024-12-31,Concluído,98.15,10.0
3420,2249,322,Financeiro,Líder 20,2023-06-27,2023-12-24,,Cancelado,10.11,2.49
3421,2249,4,Financeiro,Líder 18,2023-07-10,2023-11-07,2023-12-26,Concluído,85.1,6.28
3422,2250,248,Comercial,Líder 45,2022-09-07,2023-06-04,,Em Andamento,32.58,6.8
3423,2250,357,Comercial,Líder 17,2024-09-28,2024-12-31,2024-12-31,Concluído,90.38,6.67
3424,2251,343,Atendimento,Líder 6,2024-12-19,2024-12-31,2024-12-31,Concluído,92.24,7.4
3425,2252,373,Comercial,Líder 19,2022-06-10,2023-04-06,2022-12-24,Concluído,72.56,6.5
3426,2252,391,Comercial,Líder 21,2024-09-26,2024-12-31,2024-12-31,Concluído,81.71,7.23
3427,2255,407,Inovação,Líder 17,2024-11-20,2024-12-31,2024-12-31,Concluído,97.6,9.77
3428,2257,152,Financeiro,Líder 11,2024-09-22,2024-12-31,2024-12-31,Concluído,88.54,6.7
3429,2257,31,Financeiro,Líder 20,2024-07-06,2024-10-04,2024-08-10,Concluído,97.87,6.87
3430,2260,207,Vendas,Líder 9,2024-12-23,2024-12-31,,Cancelado,7.38,5.74
3431,2260,405,Vendas,Líder 18,2024-06-27,2024-12-31,2024-07-28,Concluído,85.02,7.12
3432,2261,497,Vendas,Líder 37,2024-04-12,2024-12-31,2024-10-23,Concluído,77.62,9.16
3433,2262,410,Qualidade,Líder 1,2024-12-24,2024-12-31,2024-12-31,Concluído,77.27,6.1
3434,2262,467,Qualidade,Líder 39,2024-12-31,2024-12-31,2024-12-31,Concluído,90.74,6.83
3435,2262,251,Qualidade,Líder 26,2024-12-31,2024-12-31,2024-12-31,Concluído,72.96,6.28
3436,2263,317,Marketing,Líder 12,2024-12-26,2024-12-31,2024-12-31,Concluído,78.44,6.44
3437,2264,40,Tecnologia,Líder 20,2024-12-30,2024-12-31,2024-12-31,Concluído,77.91,7.1
3438,2264,123,Tecnologia,Líder 16,2024-12-22,2024-12-31,2024-12-31,Concluído,77.59,9.84
3439,2264,419,Tecnologia,Líder 3,2024-12-24,2024-12-31,2024-12-24,Concluído,79.03,7.97
3440,2265,372,Tecnologia,Líder 22,2023-07-01,2023-09-29,2023-07-16,Concluído,77.26,8.25
3441,2265,127,Tecnologia,Líder 42,2023-12-13,2024-10-08,,Em Andamento,46.41,6.6
3442,2265,340,Tecnologia,Líder 12,2023-08-29,2023-12-27,2023-09-03,Concluído,82.72,6.94
3443,2267,166,Operações,Líder 2,2024-02-21,2024-12-31,2024-11-18,Concluído,94.21,9.71
3444,2267,293,Operações,Líder 19,2024-12-28,2024-12-31,2024-12-31,Concluído,74.61,9.54
3445,2268,329,Comercial,Líder 11,2024-06-25,2024-12-22,2024-08-14,Concluído,90.9,7.66
3446,2268,193,Comercial,Líder 45,2024-02-01,2024-12-31,2024-04-26,Concluído,91.69,7.29
3447,2269,253,Financeiro,Líder 8,2023-03-21,2024-02-14,,Em Andamento,30.58,7.34
3448,2269,251,Financeiro,Líder 44,2023-05-31,2023-08-29,,Cancelado,20.05,2.16
3449,2269,135,Financeiro,Líder 33,2023-08-03,2024-06-28,,Cancelado,38.24,4.83
3450,2270,299,Produto,Líder 21,2024-12-05,2024-12-31,,Cancelado,30.82,2.16
3451,2270,250,Produto,Líder 42,2024-10-22,2024-12-31,2024-11-29,Concluído,80.76,6.87
3452,2272,162,Produto,Líder 40,2024-07-20,2024-10-18,2024-09-13,Concluído,92.63,6.12
3453,2272,492,Produto,Líder 12,2024-11-25,2024-12-31,2024-12-31,Concluído,99.42,6.14
3454,2272,417,Produto,Líder 20,2024-11-21,2024-12-31,,Em Andamento,31.66,6.39
3455,2273,238,Atendimento,Líder 2,2024-12-13,2024-12-31,2024-12-31,Concluído,89.6,7.56
3456,2273,161,Atendimento,Líder 12,2024-12-25,2024-12-31,2024-12-31,Concluído,81.17,7.05
3457,2275,232,Vendas,Líder 13,2022-12-14,2023-11-09,2023-02-01,Concluído,76.37,8.4
3458,2276,20,Operações,Líder 21,2022-03-07,2023-01-31,2023-03-26,Concluído,87.08,9.23
3459,2276,432,Operações,Líder 16,2022-10-29,2023-10-24,2023-12-13,Concluído,93.47,7.63
3460,2276,423,Operações,Líder 44,2023-10-24,2024-09-18,2024-07-24,Concluído,94.32,8.84
3461,2278,163,Atendimento,Líder 6,2024-11-25,2024-12-31,,Em Andamento,41.89,7.69
3462,2282,300,Produto,Líder 8,2024-11-14,2024-12-31,,Em Andamento,69.23,4.02
3463,2282,383,Produto,Líder 50,2023-07-29,2024-04-24,2023-08-23,Concluído,78.47,6.45
3464,2282,370,Produto,Líder 46,2023-11-03,2024-03-02,2024-04-19,Concluído,72.28,9.0
3465,2283,99,Vendas,Líder 30,2024-06-11,2024-12-31,2024-10-10,Concluído,77.28,7.39
3466,2283,140,Vendas,Líder 5,2022-11-11,2023-04-10,,Em Andamento,69.5,7.64
3467,2284,160,Qualidade,Líder 41,2024-10-07,2024-12-31,,Em Andamento,73.98,6.71
3468,2288,436,Qualidade,Líder 42,2024-07-29,2024-12-31,,Em Andamento,78.31,5.87
3469,2289,237,Tecnologia,Líder 7,2024-02-02,2024-09-29,,Em Andamento,28.02,7.1
3470,2290,173,Produto,Líder 21,2023-11-08,2024-06-05,,Cancelado,19.4,3.17
3471,2290,191,Produto,Líder 1,2022-10-07,2023-08-03,2023-05-02,Concluído,79.9,6.5
3472,2291,137,Atendimento,Líder 45,2024-12-03,2024-12-31,2024-12-05,Concluído,92.25,8.28
3473,2291,194,Atendimento,Líder 26,2024-05-31,2024-12-31,2024-07-06,Concluído,84.94,6.32
3474,2291,222,Atendimento,Líder 14,2024-10-10,2024-12-31,,Cancelado,18.82,5.33
3475,2294,343,Tecnologia,Líder 16,2023-05-20,2023-11-16,2023-12-27,Concluído,87.81,7.56
3476,2294,121,Tecnologia,Líder 25,2022-12-18,2023-04-17,,Em Andamento,54.22,6.52
3477,2296,218,Produto,Líder 16,2024-09-13,2024-12-31,,Cancelado,24.88,3.2
3478,2296,368,Produto,Líder 15,2024-03-07,2024-12-31,2024-09-26,Concluído,73.36,7.32
3479,2297,461,Vendas,Líder 1,2024-12-06,2024-12-31,,Cancelado,2.46,5.06
3480,2299,95,Produto,Líder 32,2023-10-29,2024-05-26,,Em Andamento,20.3,4.38
3481,2300,245,Produto,Líder 41,2024-12-21,2024-12-31,2024-12-31,Concluído,98.39,6.51
3482,2300,272,Produto,Líder 10,2024-12-31,2024-12-31,2024-12-31,Concluído,96.09,6.85
3483,2304,230,Atendimento,Líder 30,2024-06-17,2024-12-31,2024-11-21,Concluído,92.87,6.89
3484,2304,94,Atendimento,Líder 11,2024-07-23,2024-12-31,,Em Andamento,79.02,5.24
3485,2307,318,Gente & Gestão,Líder 10,2024-10-28,2024-12-31,2024-11-03,Concluído,78.63,8.17
3486,2310,425,Financeiro,Líder 29,2023-12-28,2024-10-23,2024-10-31,Concluído,83.33,8.05
3487,2310,324,Financeiro,Líder 12,2024-06-18,2024-11-15,2024-07-26,Concluído,86.84,9.97
3488,2310,416,Financeiro,Líder 33,2024-04-18,2024-07-17,2024-08-12,Concluído,99.57,6.97
3489,2311,83,Suporte,Líder 28,2024-01-26,2024-05-25,,Cancelado,16.35,3.94
3490,2311,225,Suporte,Líder 36,2023-11-22,2024-02-20,,Em Andamento,51.69,5.62
3491,2311,444,Suporte,Líder 8,2023-10-25,2024-08-20,,Em Andamento,22.06,4.52
3492,2312,286,Inovação,Líder 19,2023-07-07,2024-03-03,2023-07-11,Concluído,92.58,8.01
3493,2312,463,Inovação,Líder 13,2024-03-06,2024-12-31,,Em Andamento,46.13,6.87
3494,2312,131,Inovação,Líder 49,2023-09-08,2023-12-07,2024-01-20,Concluído,90.77,8.69
3495,2313,309,Tecnologia,Líder 14,2023-07-07,2023-12-04,2023-10-01,Concluído,95.14,6.63
3496,2314,48,Qualidade,Líder 49,2024-06-18,2024-12-15,2024-12-17,Concluído,92.05,9.36
3497,2314,250,Qualidade,Líder 9,2024-03-18,2024-10-14,,Cancelado,31.21,4.0
3498,2317,145,Operações,Líder 12,2024-07-12,2024-12-09,,Em Andamento,42.38,5.34
3499,2319,496,Inovação,Líder 29,2024-03-21,2024-12-31,,Em Andamento,21.13,5.71
3500,2319,361,Inovação,Líder 13,2024-11-02,2024-12-31,2024-12-31,Concluído,97.04,8.53
3501,2320,462,Financeiro,Líder 12,2022-08-20,2023-05-17,,Em Andamento,39.01,4.3
3502,2321,321,Gente & Gestão,Líder 1,2024-12-11,2024-12-31,,Cancelado,8.98,2.95
3503,2321,477,Gente & Gestão,Líder 21,2024-12-27,2024-12-31,2024-12-31,Concluído,98.93,6.49
3504,2323,289,Atendimento,Líder 48,2024-11-18,2024-12-31,,Em Andamento,25.43,7.64
3505,2323,133,Atendimento,Líder 2,2024-07-15,2024-11-12,2024-12-04,Concluído,83.6,7.45
3506,2324,167,Atendimento,Líder 12,2024-06-19,2024-12-31,2024-10-25,Concluído,77.67,9.99
3507,2326,266,Comercial,Líder 49,2024-12-28,2024-12-31,2024-12-31,Concluído,82.61,6.41
3508,2328,111,Gente & Gestão,Líder 34,2023-07-26,2023-11-23,2023-08-03,Concluído,76.64,9.08
3509,2328,106,Gente & Gestão,Líder 2,2023-02-15,2023-06-15,2023-02-27,Concluído,93.59,6.97
3510,2328,29,Gente & Gestão,Líder 34,2022-08-03,2023-01-30,2022-10-06,Concluído,79.46,7.79
3511,2330,31,Financeiro,Líder 24,2024-08-21,2024-12-31,2024-10-19,Concluído,72.64,7.81
3512,2331,163,Tecnologia,Líder 3,2022-10-28,2023-10-23,2023-12-21,Concluído,99.1,8.0
3513,2331,229,Tecnologia,Líder 46,2023-09-10,2024-07-06,2024-07-30,Concluído,71.21,8.46
3514,2334,87,Operações,Líder 46,2023-11-11,2024-06-08,2024-07-23,Concluído,83.28,6.22
3515,2334,80,Operações,Líder 8,2023-06-17,2023-10-15,,Cancelado,36.74,2.5
3516,2334,428,Operações,Líder 18,2022-11-17,2023-04-16,2023-03-07,Concluído,78.06,7.37
3517,2335,112,Inovação,Líder 22,2024-04-02,2024-12-31,2024-04-09,Concluído,73.22,6.95
3518,2335,48,Inovação,Líder 9,2024-12-19,2024-12-31,2024-12-31,Concluído,87.95,9.58
3519,2335,355,Inovação,Líder 41,2023-12-22,2024-12-16,,Em Andamento,24.22,6.08
3520,2336,492,Tecnologia,Líder 2,2024-11-18,2024-12-31,,Em Andamento,40.96,7.24
3521,2337,100,Qualidade,Líder 18,2023-08-17,2023-12-15,,Em Andamento,64.81,6.18
3522,2337,470,Qualidade,Líder 33,2022-11-10,2023-06-08,2023-07-04,Concluído,74.3,8.66
3523,2337,428,Qualidade,Líder 9,2024-07-18,2024-12-31,,Cancelado,5.49,2.22
3524,2338,75,Tecnologia,Líder 27,2024-02-23,2024-12-31,,Em Andamento,25.85,6.95
3525,2338,154,Tecnologia,Líder 17,2024-10-15,2024-12-31,,Em Andamento,66.13,6.53
3526,2339,241,Inovação,Líder 42,2024-09-16,2024-12-31,,Em Andamento,75.13,5.45
3527,2339,413,Inovação,Líder 20,2024-09-28,2024-12-31,2024-12-31,Concluído,81.73,7.64
3528,2340,259,Operações,Líder 39,2024-05-10,2024-12-06,2024-12-31,Concluído,88.33,7.62
3529,2342,185,Suporte,Líder 30,2024-11-19,2024-12-31,2024-12-31,Concluído,89.66,8.86
3530,2343,276,Suporte,Líder 50,2024-09-09,2024-12-31,,Cancelado,16.8,4.21
3531,2344,457,Comercial,Líder 6,2024-01-13,2024-06-11,2024-06-02,Concluído,83.35,6.65
3532,2344,375,Comercial,Líder 10,2023-11-28,2024-03-27,2024-01-04,Concluído,72.73,6.11
3533,2345,211,Qualidade,Líder 9,2023-12-30,2024-09-25,2024-01-16,Concluído,70.66,8.17
3534,2345,425,Qualidade,Líder 30,2024-05-08,2024-11-04,2024-12-31,Concluído,79.53,8.76
3535,2345,111,Qualidade,Líder 23,2023-03-05,2023-07-03,2023-08-05,Concluído,85.72,7.98
3536,2346,130,Qualidade,Líder 38,2024-03-12,2024-12-31,2024-10-02,Concluído,92.11,7.19
3537,2347,133,Gente & Gestão,Líder 30,2024-02-25,2024-05-25,2024-05-14,Concluído,74.49,6.26
3538,2347,200,Gente & Gestão,Líder 42,2023-11-23,2024-11-17,2024-09-20,Concluído,87.44,6.79
3539,2348,63,Financeiro,Líder 49,2023-11-04,2024-07-31,2024-02-14,Concluído,94.13,9.88
