ID,Funcionario_ID,Data_Pesquisa,NPS_Lideranca,Resultado_Pesquisa_Clima,Alertas_Comportamentais
5262,879,2024-12-01,2,6.28,
5263,1474,2024-12-01,7,8.86,
5264,1516,2024-12-01,5,7.1,
5265,2828,2024-12-01,2,7.8,
5266,2464,2024-12-01,4,5.43,
5267,1090,2024-12-01,1,5.69,
5268,3,2024-12-01,4,6.03,
5269,1678,2024-12-01,9,5.12,
5270,1810,2024-12-01,0,5.13,
5271,1495,2024-12-01,5,5.89,
5272,1013,2024-12-01,10,6.17,Isolamento da equipe
5273,2515,2024-12-01,7,6.16,
5274,2339,2024-12-01,10,5.86,
5275,2950,2024-12-01,3,7.55,
5276,2894,2024-12-01,4,8.21,
5277,2229,2024-12-01,8,6.89,Desmotivação observada
5278,656,2024-12-01,1,5.06,
5279,2141,2024-12-01,6,8.85,Baixa participação em reuniões
5280,844,2024-12-01,9,6.79,
5281,252,2024-12-01,5,9.29,
5282,832,2024-12-01,5,6.82,
5283,56,2024-12-01,6,6.95,
5284,2488,2024-12-01,10,8.53,
5285,2180,2024-12-01,6,7.37,
5286,572,2024-12-01,10,8.31,
5287,420,2024-12-01,4,5.7,
5288,369,2024-12-01,10,8.54,
5289,1320,2024-12-01,0,7.08,Desmotivação observada
5290,1696,2024-12-01,8,5.19,
5291,649,2024-12-01,9,6.26,
5292,1224,2024-12-01,2,8.7,Baixa participação em reuniões
5293,1506,2024-12-01,8,8.15,
5294,1941,2024-12-01,9,6.97,
5295,1709,2024-12-01,3,6.04,Baixa participação em reuniões
5296,145,2024-12-01,7,8.6,
5297,92,2024-12-01,9,7.74,
5298,2707,2024-12-01,6,6.18,
5299,477,2024-12-01,5,5.38,
5300,757,2024-12-01,4,5.58,
5301,822,2024-12-01,2,8.74,
5302,1352,2024-12-01,9,7.56,
5303,1165,2024-12-01,0,5.61,
5304,1763,2024-12-01,1,8.57,
5305,1328,2024-12-01,5,6.46,
5306,2836,2024-12-01,3,7.07,Conflitos interpessoais
5307,2989,2024-12-01,5,5.58,
5308,80,2024-12-01,8,7.14,
5309,2795,2024-12-01,0,7.65,
5310,2936,2024-12-01,3,6.52,
5311,727,2024-12-01,7,7.67,
5312,405,2024-12-01,1,7.89,
5313,582,2024-12-01,9,8.69,
5314,457,2024-12-01,2,6.03,
5315,2156,2024-12-01,0,5.81,
5316,2512,2024-12-01,0,5.13,
5317,2298,2024-12-01,7,6.86,
5318,2783,2024-12-01,2,7.74,
5319,1977,2024-12-01,9,8.05,
5320,595,2024-12-01,5,6.28,Baixa participação em reuniões
5321,2259,2024-12-01,9,5.02,Isolamento da equipe
5322,2552,2024-12-01,4,8.34,
5323,1940,2024-12-01,8,7.24,
5324,605,2024-12-01,2,9.08,
5325,413,2024-12-01,2,9.01,
5326,450,2024-12-01,6,5.75,
5327,690,2024-12-01,8,9.07,
5328,680,2024-12-01,8,8.57,
5329,295,2024-12-01,0,5.12,
5330,787,2024-12-01,9,5.15,
5331,1979,2024-12-01,7,8.68,
5332,2521,2024-12-01,10,8.31,
5333,1894,2024-12-01,8,6.81,
5334,1309,2024-12-01,10,8.95,
5335,180,2024-12-01,2,5.16,Baixa participação em reuniões
5336,1996,2024-12-01,7,6.21,
5337,2969,2024-12-01,2,8.73,
5338,1854,2024-12-01,0,7.7,
5339,294,2024-12-01,8,5.62,
5340,167,2024-12-01,8,7.96,Isolamento da equipe
5341,2301,2024-12-01,5,5.63,
5342,2800,2024-12-01,2,8.34,
5343,1414,2024-12-01,3,6.49,
5344,2303,2024-12-01,7,6.87,
5345,312,2024-12-01,4,7.15,
5346,2322,2024-12-01,0,6.88,
5347,1812,2024-12-01,8,9.27,
5348,770,2024-12-01,8,8.41,
5349,2716,2024-12-01,4,7.61,
5350,1526,2024-12-01,1,6.81,
5351,1237,2024-12-01,4,7.31,Isolamento da equipe
5352,685,2024-12-01,6,7.61,
5353,2581,2024-12-01,10,7.77,
5354,1756,2024-12-01,10,6.81,
5355,2097,2024-12-01,1,7.67,
5356,47,2024-12-01,7,8.44,
5357,2145,2024-12-01,1,8.88,
5358,2852,2024-12-01,5,5.73,
5359,2511,2024-12-01,7,7.98,
5360,1418,2024-12-01,2,6.55,
5361,66,2024-12-01,10,6.43,
5362,877,2024-12-01,4,6.31,
5363,1764,2024-12-01,1,5.55,Desmotivação observada
5364,896,2024-12-01,4,7.81,Isolamento da equipe
5365,1981,2024-12-01,8,7.1,
5366,1316,2024-12-01,5,7.01,
5367,550,2024-12-01,3,5.6,
5368,2779,2024-12-01,4,6.23,
5369,569,2024-12-01,3,8.27,
5370,2933,2024-12-01,4,8.43,
5371,2096,2024-12-01,3,5.63,
5372,2647,2024-12-01,0,5.28,
5373,2778,2024-12-01,1,7.7,
5374,1030,2024-12-01,8,5.46,
5375,2078,2024-12-01,2,5.11,
5376,233,2024-12-01,2,7.13,
5377,311,2024-12-01,9,9.24,
5378,920,2024-12-01,6,7.48,
5379,337,2024-12-01,0,8.05,
5380,2331,2024-12-01,4,6.92,
5381,1431,2024-12-01,9,5.24,
5382,915,2024-12-01,0,7.71,
5383,445,2024-12-01,8,9.16,
5384,1005,2024-12-01,1,8.88,
5385,444,2024-12-01,5,5.81,
5386,2060,2024-12-01,0,7.21,
5387,793,2024-12-01,5,8.38,
5388,2205,2024-12-01,6,5.19,
5389,1095,2024-12-01,7,8.06,
5390,358,2024-12-01,7,5.67,
5391,562,2024-12-01,1,9.3,
5392,2767,2024-12-01,9,6.98,
5393,1589,2024-12-01,5,6.44,
5394,1462,2024-12-01,6,7.9,
5395,2517,2024-12-01,8,5.68,
5396,2622,2024-12-01,0,5.96,
5397,1106,2024-12-01,6,9.31,Desmotivação observada
5398,761,2024-12-01,9,6.11,
5399,320,2024-12-01,9,5.88,Falta de comunicação
5400,2593,2024-12-01,5,9.44,
5401,2328,2024-12-01,6,7.76,
5402,990,2024-12-01,4,8.64,Falta de comunicação
5403,1392,2024-12-01,9,5.09,
5404,2449,2024-12-01,5,9.43,
5405,254,2024-12-01,5,9.42,Desmotivação observada
5406,70,2024-12-01,6,5.08,
5407,659,2024-12-01,9,6.96,
5408,2200,2024-12-01,2,5.61,
5409,2507,2024-12-01,6,7.79,
5410,2708,2024-12-01,1,8.9,
5411,538,2024-12-01,3,9.17,Desmotivação observada
5412,2443,2024-12-01,4,6.38,
5413,1033,2024-12-01,2,5.78,
5414,2626,2024-12-01,8,8.46,
5415,114,2024-12-01,3,5.84,
5416,474,2024-12-01,10,8.6,
5417,1826,2024-12-01,10,6.15,
5418,1721,2024-12-01,7,7.71,
5419,1181,2024-12-01,7,5.36,Baixa participação em reuniões
5420,54,2024-12-01,7,8.05,
5421,684,2024-12-01,9,9.04,Isolamento da equipe
5422,433,2024-12-01,4,6.03,
5423,2169,2024-12-01,0,9.14,
5424,2609,2024-12-01,0,6.02,
5425,2943,2024-12-01,7,9.35,
5426,2009,2024-12-01,3,6.6,
5427,947,2024-12-01,9,5.69,
5428,583,2024-12-01,6,7.18,
5429,749,2024-12-01,5,6.08,
5430,1107,2024-12-01,2,6.37,
5431,442,2024-12-01,2,6.6,
5432,297,2024-12-01,9,5.47,
5433,2743,2024-12-01,6,8.7,
5434,440,2024-12-01,9,7.75,
5435,1652,2024-12-01,9,6.89,
5436,2683,2024-12-01,1,9.11,
5437,2496,2024-12-01,3,8.82,
5438,324,2024-12-01,3,8.09,
5439,2551,2024-12-01,8,8.24,
5440,1833,2024-12-01,5,6.67,
5441,1596,2024-12-01,8,8.87,
5442,2620,2024-12-01,4,7.9,
5443,2377,2024-12-01,1,6.39,
5444,2818,2024-12-01,6,8.81,
5445,1695,2024-12-01,6,9.16,
5446,1919,2024-12-01,9,5.49,
5447,2323,2024-12-01,8,9.3,
5448,2668,2024-12-01,9,5.24,
5449,1009,2024-12-01,10,7.31,
5450,1421,2024-12-01,7,9.45,
5451,1326,2024-12-01,7,7.25,
5452,1607,2024-12-01,1,6.36,
5453,2724,2024-12-01,1,7.29,
5454,2757,2024-12-01,1,8.23,
5455,1247,2024-12-01,0,6.54,
5456,2602,2024-12-01,4,7.03,
5457,2888,2024-12-01,1,6.79,
5458,518,2024-12-01,10,9.21,
5459,346,2024-12-01,1,6.99,
5460,1800,2024-12-01,1,5.47,Isolamento da equipe
5461,1688,2024-12-01,0,7.97,
5462,2382,2024-12-01,4,6.18,
5463,2383,2024-12-01,6,7.49,
5464,71,2024-12-01,0,5.83,
5465,1818,2024-12-01,7,8.14,
5466,721,2024-12-01,1,7.52,
5467,837,2024-12-01,3,5.14,
5468,1974,2024-12-01,7,7.17,
5469,1124,2024-12-01,7,7.76,
5470,2172,2024-12-01,10,9.35,
5471,2911,2024-12-01,0,6.14,
5472,1893,2024-12-01,3,7.54,
5473,1532,2024-12-01,1,6.49,
5474,249,2024-12-01,0,5.47,
5475,393,2024-12-01,1,5.93,
5476,1158,2024-12-01,2,7.05,
5477,2600,2024-12-01,1,5.13,
5478,335,2024-12-01,4,8.38,
5479,9,2024-12-01,8,7.8,
5480,61,2024-12-01,5,5.0,
5481,2317,2024-12-01,8,7.47,
5482,2709,2024-12-01,0,9.07,Desmotivação observada
5483,322,2024-12-01,2,7.08,
5484,272,2024-12-01,6,9.05,
5485,2117,2024-12-01,2,5.9,
5486,2260,2024-12-01,10,5.29,
5487,1558,2024-12-01,9,8.62,Baixa participação em reuniões
5488,1188,2024-12-01,6,6.79,
5489,1892,2024-12-01,8,8.94,
5490,776,2024-12-01,0,9.47,
5491,2902,2024-12-01,9,7.78,
5492,33,2024-12-01,10,8.85,
5493,1634,2024-12-01,6,7.84,
5494,1115,2024-12-01,0,7.57,
5495,1010,2024-12-01,2,5.56,
5496,2273,2024-12-01,5,5.94,
5497,901,2024-12-01,1,8.03,
5498,2055,2024-12-01,9,7.66,
5499,63,2024-12-01,1,8.5,
5500,2556,2024-12-01,7,7.01,
5501,2020,2024-12-01,2,7.9,Isolamento da equipe
5502,2460,2024-12-01,10,5.54,
5503,2197,2024-12-01,3,7.54,
5504,157,2024-12-01,3,8.35,
5505,2628,2024-12-01,3,8.6,
5506,2840,2024-12-01,5,7.4,
5507,50,2024-12-01,1,8.11,
5508,2678,2024-12-01,1,6.3,Falta de comunicação
5509,1441,2024-12-01,9,9.14,
5510,1554,2024-12-01,1,6.49,Conflitos interpessoais
5511,1839,2024-12-01,4,5.27,
5512,798,2024-12-01,2,8.48,
5513,2510,2024-12-01,10,5.21,
5514,917,2024-12-01,4,7.78,
5515,1426,2024-12-01,3,7.72,
5516,1856,2024-12-01,8,9.3,
5517,3000,2024-12-01,6,6.89,
5518,2604,2024-12-01,2,7.42,
5519,1548,2024-12-01,5,8.82,
5520,2211,2024-12-01,0,7.17,Desmotivação observada
5521,1980,2024-12-01,1,8.24,
5522,2159,2024-12-01,7,6.97,
5523,2265,2024-12-01,2,6.79,
5524,1143,2024-12-01,0,8.8,
5525,1045,2024-12-01,1,7.16,
5526,2411,2024-12-01,9,5.13,
5527,164,2024-12-01,1,5.18,
5528,1319,2024-12-01,5,7.91,
5529,2452,2024-12-01,2,9.42,
5530,1200,2024-12-01,10,5.62,
5531,234,2024-12-01,1,6.42,
5532,1970,2024-12-01,8,5.71,
5533,923,2024-12-01,1,8.81,
5534,2071,2024-12-01,1,5.4,
5535,1694,2024-12-01,2,6.14,Falta de comunicação
5536,104,2024-12-01,2,7.02,
5537,2051,2024-12-01,5,9.02,
5538,522,2024-12-01,4,5.72,
5539,1640,2024-12-01,9,5.35,
5540,2821,2024-12-01,9,9.47,
5541,325,2024-12-01,4,5.01,
5542,2744,2024-12-01,1,7.65,
5543,710,2024-12-01,6,5.72,
5544,580,2024-12-01,8,9.49,
5545,2623,2024-12-01,3,7.39,
5546,2733,2024-12-01,10,5.84,
5547,1379,2024-12-01,9,8.73,
5548,2948,2024-12-01,10,9.39,
5549,1992,2024-12-01,2,6.42,
5550,246,2024-12-01,3,8.24,Desmotivação observada
5551,2580,2024-12-01,4,6.9,
5552,874,2024-12-01,0,8.78,
5553,1256,2024-12-01,4,6.82,
5554,2101,2024-12-01,0,5.02,
5555,411,2024-12-01,7,7.23,
5556,2970,2024-12-01,8,7.66,
5557,1985,2024-12-01,5,9.29,
5558,2376,2024-12-01,8,6.66,
5559,1096,2024-12-01,7,8.85,Conflitos interpessoais
5560,2246,2024-12-01,8,5.36,
5561,529,2024-12-01,5,7.98,Baixa participação em reuniões
5562,226,2024-12-01,7,6.95,
5563,540,2024-12-01,4,5.27,
5564,722,2024-12-01,8,7.12,Desmotivação observada
5565,1556,2024-12-01,4,5.67,
5566,1631,2024-12-01,5,9.2,
5567,1279,2024-12-01,4,7.55,
5568,340,2024-12-01,3,7.12,
5569,1204,2024-12-01,8,8.83,
5570,1626,2024-12-01,10,7.83,
5571,953,2024-12-01,9,9.01,
5572,2672,2024-12-01,7,8.22,
5573,2482,2024-12-01,2,8.81,
5574,141,2024-12-01,1,5.48,
5575,302,2024-12-01,10,7.09,
5576,2120,2024-12-01,8,8.98,
5577,909,2024-12-01,2,6.89,Falta de comunicação
5578,1876,2024-12-01,0,5.76,
5579,1162,2024-12-01,7,5.91,
5580,2987,2024-12-01,5,9.35,
5581,2712,2024-12-01,8,6.55,
5582,2926,2024-12-01,2,8.09,
5583,1761,2024-12-01,1,5.76,
5584,1928,2024-12-01,5,8.44,
5585,353,2024-12-01,1,5.9,
5586,2791,2024-12-01,3,7.51,
5587,2544,2024-12-01,5,8.55,
5588,2131,2024-12-01,8,5.61,
5589,1793,2024-12-01,0,6.36,
5590,1808,2024-12-01,7,9.17,
5591,2700,2024-12-01,1,7.92,
5592,2251,2024-12-01,10,5.37,
5593,2494,2024-12-01,6,7.12,
5594,502,2024-12-01,1,5.08,
5595,2798,2024-12-01,4,6.98,
5596,599,2024-12-01,3,7.53,
5597,1886,2024-12-01,6,7.24,
5598,951,2024-12-01,5,8.58,
5599,68,2024-12-01,10,8.8,Isolamento da equipe
5600,1482,2024-12-01,0,6.26,
5601,2904,2024-12-01,8,5.74,
5602,2928,2024-12-01,1,9.14,
5603,1503,2024-12-01,6,8.19,
5604,870,2024-12-01,4,6.36,
5605,2379,2024-12-01,9,8.79,
5606,208,2024-12-01,5,7.47,
5607,779,2024-12-01,7,7.25,
5608,1783,2024-12-01,3,7.61,Baixa participação em reuniões
5609,1343,2024-12-01,0,7.7,
5610,911,2024-12-01,0,5.58,
5611,181,2024-12-01,8,6.67,
5612,2001,2024-12-01,3,7.02,
5613,305,2024-12-01,10,6.97,
5614,429,2024-12-01,7,6.25,
5615,2513,2024-12-01,10,7.02,
5616,2657,2024-12-01,5,9.29,Baixa participação em reuniões
5617,1778,2024-12-01,6,8.86,
5618,1255,2024-12-01,1,6.7,Falta de comunicação
5619,2659,2024-12-01,6,9.14,
5620,2669,2024-12-01,6,8.35,
5621,2747,2024-12-01,2,9.48,Baixa participação em reuniões
5622,2284,2024-12-01,6,5.74,
5623,511,2024-12-01,1,8.24,
5624,2218,2024-12-01,4,5.7,
5625,2161,2024-12-01,7,7.36,
5626,912,2024-12-01,5,8.84,
5627,2785,2024-12-01,4,5.98,
5628,2312,2024-12-01,3,9.27,Baixa participação em reuniões
5629,1375,2024-12-01,0,8.83,
5630,1579,2024-12-01,10,5.16,
5631,2162,2024-12-01,10,5.21,
5632,1701,2024-12-01,1,7.75,
5633,1767,2024-12-01,3,5.99,
5634,887,2024-12-01,2,7.56,
5635,2879,2024-12-01,6,5.78,
5636,2814,2024-12-01,10,7.47,
5637,945,2024-12-01,5,7.92,
5638,1907,2024-12-01,0,7.93,
5639,1726,2024-12-01,1,5.58,
5640,2671,2024-12-01,0,7.08,Falta de comunicação
5641,2052,2024-12-01,5,5.46,
5642,2514,2024-12-01,6,9.18,
5643,2615,2024-12-01,6,5.61,
5644,1360,2024-12-01,0,8.28,
5645,932,2024-12-01,10,8.18,
5646,878,2024-12-01,1,9.38,
5647,2849,2024-12-01,7,9.44,
5648,270,2024-12-01,4,9.5,
5649,1687,2024-12-01,4,7.28,
5650,2696,2024-12-01,2,8.36,
5651,1982,2024-12-01,7,5.63,
5652,746,2024-12-01,9,5.21,Conflitos interpessoais
5653,803,2024-12-01,9,5.61,
5654,326,2024-12-01,1,9.31,
5655,513,2024-12-01,9,5.62,
5656,2720,2024-12-01,1,7.02,
5657,1968,2024-12-01,5,9.36,
5658,285,2024-12-01,1,8.63,
5659,175,2024-12-01,4,6.78,
5660,1170,2024-12-01,1,5.33,
5661,1260,2024-12-01,3,5.98,
5662,152,2024-12-01,10,6.41,
5663,2455,2024-12-01,6,8.42,
5664,2574,2024-12-01,0,7.18,
5665,1514,2024-12-01,4,9.0,
5666,987,2024-12-01,4,6.32,
5667,1952,2024-12-01,5,5.1,
5668,459,2024-12-01,5,6.59,
5669,557,2024-12-01,4,5.43,
5670,441,2024-12-01,5,9.11,
5671,1831,2024-12-01,10,7.2,
5672,2063,2024-12-01,0,9.25,
5673,423,2024-12-01,3,6.68,Falta de comunicação
5674,2988,2024-12-01,0,9.19,
5675,2198,2024-12-01,4,6.38,
5676,2357,2024-12-01,10,6.8,
5677,2125,2024-12-01,10,9.27,
5678,1552,2024-12-01,2,8.57,
5679,2068,2024-12-01,7,5.76,Conflitos interpessoais
5680,2637,2024-12-01,7,7.49,
5681,585,2024-12-01,0,9.48,
5682,1811,2024-12-01,0,7.26,
5683,255,2024-12-01,3,5.79,
5684,1064,2024-12-01,7,8.23,
5685,743,2024-12-01,2,7.6,
5686,1222,2024-12-01,9,5.85,
5687,331,2024-12-01,6,9.25,
5688,1011,2024-12-01,4,7.59,
5689,1732,2024-12-01,4,5.8,
5690,366,2024-12-01,8,9.18,
5691,834,2024-12-01,10,9.29,Conflitos interpessoais
5692,1386,2024-12-01,2,9.12,
5693,2768,2024-12-01,1,5.23,Falta de comunicação
5694,1518,2024-12-01,4,6.01,
5695,385,2024-12-01,5,8.53,
5696,129,2024-12-01,5,5.65,
5697,664,2024-12-01,4,7.27,
5698,2235,2024-12-01,2,6.27,
5699,330,2024-12-01,0,5.37,Falta de comunicação
5700,2952,2024-12-01,0,7.84,
5701,894,2024-12-01,2,6.85,
5702,2614,2024-12-01,0,6.72,
5703,2080,2024-12-01,6,7.41,
5704,466,2024-12-01,4,6.29,
5705,699,2024-12-01,4,5.13,
5706,937,2024-12-01,4,7.65,
5707,532,2024-12-01,3,7.09,
5708,2050,2024-12-01,5,7.44,
5709,2873,2024-12-01,8,8.37,
5710,2003,2024-12-01,3,9.01,
5711,905,2024-12-01,5,8.62,
5712,2790,2024-12-01,5,9.47,
5713,1648,2024-12-01,7,9.18,
5714,251,2024-12-01,5,7.56,
5715,674,2024-12-01,3,8.54,
5716,1750,2024-12-01,5,7.78,
5717,200,2024-12-01,7,9.34,
5718,2333,2024-12-01,1,6.65,
5719,1505,2024-12-01,4,5.61,Conflitos interpessoais
5720,93,2024-12-01,2,8.26,
5721,974,2024-12-01,3,8.19,
5722,748,2024-12-01,3,5.2,
5723,2093,2024-12-01,10,9.48,
5724,2289,2024-12-01,9,8.82,
5725,1768,2024-12-01,8,8.41,
5726,790,2024-12-01,1,8.57,Desmotivação observada
5727,42,2024-12-01,10,6.95,
5728,2308,2024-12-01,2,7.3,
5729,2503,2024-12-01,3,5.95,
5730,1017,2024-12-01,3,7.46,
5731,1869,2024-12-01,9,6.01,
5732,2485,2024-12-01,0,8.82,
5733,783,2024-12-01,7,6.81,
5734,428,2024-12-01,3,8.73,
5735,536,2024-12-01,3,5.14,
5736,2302,2024-12-01,7,8.91,
5737,2389,2024-12-01,10,6.09,
5738,1697,2024-12-01,10,5.32,
5739,2065,2024-12-01,9,7.01,
5740,1210,2024-12-01,6,9.39,
5741,1180,2024-12-01,1,6.25,Conflitos interpessoais
5742,2039,2024-12-01,7,7.34,
5743,2737,2024-12-01,3,5.44,
5744,1032,2024-12-01,2,6.23,
5745,1438,2024-12-01,7,9.43,
5746,1843,2024-12-01,5,7.71,
5747,1510,2024-12-01,2,7.95,
5748,1178,2024-12-01,8,5.04,
5749,1900,2024-12-01,6,7.59,
5750,179,2024-12-01,1,5.01,
5751,1965,2024-12-01,8,6.26,
5752,2944,2024-12-01,3,5.66,
5753,2695,2024-12-01,9,6.33,
5754,2191,2024-12-01,7,6.5,
5755,786,2024-12-01,5,8.39,
5756,903,2024-12-01,6,8.43,Isolamento da equipe
5757,1263,2024-12-01,2,8.41,
5758,2837,2024-12-01,6,6.98,
5759,2380,2024-12-01,5,7.24,
5760,2633,2024-12-01,0,8.55,
5761,1499,2024-12-01,10,5.81,
5762,1989,2024-12-01,6,5.74,
5763,67,2024-12-01,4,7.66,
5764,488,2024-12-01,8,7.92,
5765,2111,2024-12-01,4,8.03,
5766,115,2024-12-01,6,6.01,
5767,2128,2024-12-01,7,8.34,
5768,2860,2024-12-01,5,7.66,
5769,1728,2024-12-01,2,6.84,
5770,1748,2024-12-01,9,8.71,
5771,2346,2024-12-01,6,9.45,
5772,1173,2024-12-01,3,5.53,
5773,2963,2024-12-01,3,7.85,
5774,1623,2024-12-01,7,9.37,
5775,1079,2024-12-01,9,5.6,
5776,698,2024-12-01,7,6.67,
5777,1910,2024-12-01,0,7.86,
5778,148,2024-12-01,3,7.64,
5779,523,2024-12-01,0,6.88,
5780,1383,2024-12-01,10,9.29,
5781,2823,2024-12-01,3,5.36,
5782,2226,2024-12-01,7,8.99,
5783,360,2024-12-01,3,7.33,
5784,1113,2024-12-01,3,5.58,
5785,584,2024-12-01,2,8.64,
5786,670,2024-12-01,0,9.0,
5787,2880,2024-12-01,8,9.49,Baixa participação em reuniões
5788,85,2024-12-01,5,8.6,
5789,688,2024-12-01,7,8.17,
5790,2041,2024-12-01,0,7.27,Conflitos interpessoais
5791,276,2024-12-01,3,7.3,
5792,1212,2024-12-01,3,9.03,
5793,2907,2024-12-01,2,5.05,
5794,406,2024-12-01,3,8.34,
5795,1230,2024-12-01,10,7.26,
5796,236,2024-12-01,7,9.2,
5797,998,2024-12-01,10,6.87,
5798,2040,2024-12-01,6,6.68,
5799,2236,2024-12-01,0,7.77,Conflitos interpessoais
5800,55,2024-12-01,10,8.27,
5801,2843,2024-12-01,1,7.0,
5802,597,2024-12-01,8,6.53,
5803,1852,2024-12-01,0,5.35,
5804,1964,2024-12-01,7,5.52,
5805,1341,2024-12-01,7,7.52,
5806,197,2024-12-01,7,7.01,
5807,2366,2024-12-01,2,8.83,
5808,1275,2024-12-01,7,9.49,
5809,2171,2024-12-01,6,9.21,
5810,341,2024-12-01,8,5.82,
5811,2831,2024-12-01,10,8.41,
5812,2244,2024-12-01,10,8.28,
5813,177,2024-12-01,4,9.02,
5814,2450,2024-12-01,10,5.57,
5815,2037,2024-12-01,10,9.27,
5816,1385,2024-12-01,9,5.45,
5817,651,2024-12-01,0,9.16,
5818,1387,2024-12-01,9,7.88,
5819,1187,2024-12-01,6,7.33,
5820,549,2024-12-01,10,7.71,
5821,504,2024-12-01,2,8.49,
5822,1704,2024-12-01,0,8.89,
5823,1944,2024-12-01,8,8.05,Conflitos interpessoais
5824,2506,2024-12-01,3,8.78,
5825,2057,2024-12-01,0,6.53,
5826,1630,2024-12-01,4,6.53,
5827,292,2024-12-01,9,7.36,
5828,2404,2024-12-01,10,5.19,
5829,1751,2024-12-01,6,5.77,
5830,2797,2024-12-01,1,6.35,
5831,2641,2024-12-01,1,8.73,
5832,736,2024-12-01,3,8.71,
5833,1193,2024-12-01,0,9.03,
5834,2253,2024-12-01,9,9.2,
5835,762,2024-12-01,0,8.16,
5836,2841,2024-12-01,8,6.49,
5837,126,2024-12-01,0,8.28,
5838,116,2024-12-01,8,8.19,
5839,2074,2024-12-01,10,8.78,
5840,958,2024-12-01,1,7.36,
5841,1703,2024-12-01,10,8.57,
5842,2459,2024-12-01,5,6.6,
5843,410,2024-12-01,4,7.81,
5844,299,2024-12-01,3,5.84,
5845,2165,2024-12-01,4,9.01,
5846,237,2024-12-01,6,8.71,
5847,1249,2024-12-01,4,8.86,
5848,1947,2024-12-01,7,6.72,
5849,553,2024-12-01,6,6.26,
5850,723,2024-12-01,7,9.28,
5851,1699,2024-12-01,3,6.42,
5852,1563,2024-12-01,10,5.11,
5853,1478,2024-12-01,1,7.29,
5854,2332,2024-12-01,2,5.95,Isolamento da equipe
5855,2291,2024-12-01,0,9.4,
5856,1053,2024-12-01,8,5.79,
5857,256,2024-12-01,9,7.41,
5858,37,2024-12-01,3,6.97,
5859,35,2024-12-01,0,6.17,
5860,1848,2024-12-01,8,7.2,
5861,1289,2024-12-01,2,8.87,
5862,2000,2024-12-01,7,7.11,
5863,1274,2024-12-01,2,8.51,Falta de comunicação
5864,610,2024-12-01,7,5.53,
5865,1572,2024-12-01,8,9.19,
5866,2525,2024-12-01,3,5.01,
5867,1844,2024-12-01,9,8.28,
5868,214,2024-12-01,1,7.25,
5869,645,2024-12-01,3,8.89,
5870,1161,2024-12-01,9,5.64,
5871,2484,2024-12-01,6,8.64,
5872,2995,2024-12-01,0,7.96,
5873,1281,2024-12-01,7,7.09,Baixa participação em reuniões
5874,2032,2024-12-01,0,8.3,
5875,620,2024-12-01,4,7.54,
5876,768,2024-12-01,5,7.23,
5877,2269,2024-12-01,3,9.35,
5878,2706,2024-12-01,0,5.68,
5879,1160,2024-12-01,6,7.32,
5880,2748,2024-12-01,0,5.66,
5881,171,2024-12-01,7,6.86,
5882,118,2024-12-01,2,7.04,
5883,2974,2024-12-01,3,6.0,
5884,2472,2024-12-01,10,5.27,
5885,1646,2024-12-01,2,5.34,
5886,380,2024-12-01,6,7.09,
5887,2675,2024-12-01,3,8.78,Baixa participação em reuniões
5888,425,2024-12-01,7,9.05,
5889,2652,2024-12-01,5,9.16,Falta de comunicação
5890,1026,2024-12-01,6,7.78,
5891,924,2024-12-01,4,8.51,
5892,1587,2024-12-01,10,7.01,
5893,394,2024-12-01,0,7.17,
5894,2310,2024-12-01,4,7.19,
5895,2393,2024-12-01,9,8.43,
5896,1472,2024-12-01,2,5.76,Falta de comunicação
5897,1307,2024-12-01,8,6.41,
5898,2375,2024-12-01,0,7.95,
5899,796,2024-12-01,1,7.49,Baixa participação em reuniões
5900,415,2024-12-01,9,7.81,
5901,1324,2024-12-01,1,7.38,
5902,1784,2024-12-01,1,5.78,
5903,1668,2024-12-01,2,5.93,
5904,1781,2024-12-01,6,8.16,
5905,1244,2024-12-01,2,9.44,
5906,1612,2024-12-01,1,8.24,
5907,530,2024-12-01,0,5.81,
5908,2487,2024-12-01,0,5.25,
5909,2863,2024-12-01,6,7.4,Conflitos interpessoais
5910,13,2024-12-01,10,8.46,
5911,939,2024-12-01,3,8.93,
5912,2824,2024-12-01,7,6.93,
5913,897,2024-12-01,1,6.54,
5914,2182,2024-12-01,6,6.62,
5915,1469,2024-12-01,4,7.08,
5916,730,2024-12-01,4,8.14,
5917,173,2024-12-01,9,5.64,
5918,2203,2024-12-01,10,6.89,
5919,1675,2024-12-01,10,5.15,
5920,2325,2024-12-01,9,7.11,Isolamento da equipe
5921,1659,2024-12-01,9,8.8,
5922,1759,2024-12-01,6,6.78,
5923,1092,2024-12-01,10,8.02,
5924,467,2024-12-01,10,9.3,
5925,336,2024-12-01,0,6.05,
5926,1477,2024-12-01,10,9.27,
5927,1797,2024-12-01,0,9.14,
5928,1412,2024-12-01,5,6.84,
5929,972,2024-12-01,4,6.96,
5930,2912,2024-12-01,7,8.23,
5931,1415,2024-12-01,3,9.02,
5932,183,2024-12-01,10,6.29,
5933,1218,2024-12-01,6,7.97,
5934,1937,2024-12-01,9,8.85,
5935,1135,2024-12-01,3,5.19,
5936,2516,2024-12-01,9,8.2,
5937,2184,2024-12-01,2,9.25,
5938,1083,2024-12-01,8,6.09,Isolamento da equipe
5939,687,2024-12-01,10,6.04,
