ID,Funcionario_ID,Treinamento_ID,Nome_Treinamento,Data_Inicio,Data_Conclusao,Horas_Capacitacao,Aderencia_Plano_Educacional,Avaliacao_Eficacia,Status
9585,2397,96,Machine Learning,2024-04-12,2024-09-19,15.03,80.08,9.77,Concluído
9586,2397,19,Gestão de Projetos,2023-05-26,,19.9,41.82,,Em Andamento
9587,2397,85,Data Analytics,2022-12-18,2023-04-08,20.84,70.05,7.35,Concluído
9588,2397,21,Gestão de Projetos,2023-12-11,2024-05-06,7.46,99.94,9.83,Concluído
9589,2397,65,Segurança da Informação,2023-03-26,2024-12-21,4.59,93.43,7.87,Concluído
9590,2398,85,Negociação,2023-12-29,2024-12-18,24.32,90.52,8.4,Concluído
9591,2398,71,Oratória,2024-04-30,,9.72,32.12,,Em Andamento
9592,2398,40,Liderança e Gestão de Pessoas,2024-06-27,2024-07-05,10.49,64.07,9.87,Concluído
9593,2398,76,Cloud Computing AWS,2024-10-31,2024-12-04,24.5,78.47,8.18,Concluído
9594,2398,29,Data Analytics,2024-09-18,2024-10-04,12.03,64.7,6.92,Concluído
9595,2398,21,Gestão de Tempo,2023-07-09,2024-04-18,17.19,81.87,7.41,Concluído
9596,2398,65,Customer Success,2024-12-09,2024-12-27,5.73,87.07,8.43,Concluído
9597,2400,11,Data Analytics,2024-12-20,2024-12-30,22.16,68.37,7.94,Concluído
9598,2400,21,Python Avançado,2024-06-15,2024-10-18,28.29,72.89,8.37,Concluído
9599,2400,34,Vendas Consultivas,2023-10-12,2024-08-23,28.31,82.04,8.71,Concluído
9600,2400,39,Data Analytics,2024-02-21,2024-05-23,25.29,90.88,6.41,Concluído
9601,2400,2,Python Avançado,2024-01-01,,5.07,65.24,,Em Andamento
9602,2401,5,Comunicação Eficaz,2024-10-01,2024-11-10,32.59,82.14,6.49,Concluído
9603,2401,95,Cloud Computing AWS,2024-11-30,2024-12-16,18.11,85.2,7.34,Concluído
9604,2401,51,Liderança e Gestão de Pessoas,2024-08-26,2024-11-23,31.42,67.11,8.93,Concluído
9605,2401,20,Liderança e Gestão de Pessoas,2024-11-20,,5.27,38.43,,Em Andamento
9606,2401,42,Segurança da Informação,2024-09-27,2024-11-11,8.93,66.74,7.51,Concluído
9607,2401,23,Power BI,2024-12-21,,2.85,4.04,,Cancelado
9608,2404,48,JavaScript Moderno,2024-04-19,,15.19,68.38,,Em Andamento
9609,2404,12,Oratória,2024-05-20,2024-09-11,39.75,69.37,7.5,Concluído
9610,2404,80,Power BI,2024-10-10,2024-10-24,8.58,91.43,9.13,Concluído
9611,2404,20,DevOps e CI/CD,2024-05-26,2024-09-23,23.01,72.12,7.55,Concluído
9612,2404,5,Machine Learning,2024-09-13,2024-09-24,23.73,84.25,9.54,Concluído
9613,2404,4,Negociação,2024-05-12,2024-08-08,14.55,61.89,9.14,Concluído
9614,2404,37,Data Analytics,2024-05-06,2024-11-13,9.69,64.43,7.79,Concluído
9615,2404,3,Gestão de Projetos,2024-12-08,2024-12-21,33.65,95.24,6.85,Concluído
9616,2406,39,Vendas Consultivas,2023-12-02,,6.78,84.41,,Em Andamento
9617,2406,73,Vendas Consultivas,2024-12-02,2024-12-11,27.48,69.03,8.55,Concluído
9618,2406,56,Machine Learning,2024-08-14,2024-11-05,20.56,82.57,6.84,Concluído
9619,2407,89,Cloud Computing AWS,2024-11-11,2024-12-27,6.68,94.55,7.92,Concluído
9620,2407,14,Machine Learning,2024-12-02,2024-12-09,25.25,89.33,8.66,Concluído
9621,2407,51,Customer Success,2024-10-24,2024-12-25,31.11,76.98,7.22,Concluído
9622,2407,48,Vendas Consultivas,2024-12-29,2024-12-31,24.78,80.52,7.67,Concluído
9623,2407,79,Agile/Scrum,2024-11-15,2024-12-13,9.37,93.28,8.92,Concluído
9624,2407,25,JavaScript Moderno,2024-10-27,2024-12-07,10.31,65.9,7.97,Concluído
9625,2407,43,Customer Success,2024-11-24,2024-12-21,11.3,86.08,8.7,Concluído
9626,2407,45,Power BI,2024-12-02,2024-12-22,32.62,80.48,9.65,Concluído
9627,2408,39,Liderança e Gestão de Pessoas,2025-01-01,2025-01-02,27.36,74.32,9.13,Concluído
9628,2408,73,Customer Success,2024-12-31,2025-01-01,6.36,96.5,7.16,Concluído
9629,2408,73,JavaScript Moderno,2024-12-31,2025-01-01,32.46,91.23,9.73,Concluído
9630,2408,71,Liderança e Gestão de Pessoas,2024-12-31,2025-01-01,30.5,88.23,7.99,Concluído
9631,2408,97,Segurança da Informação,2024-12-31,2025-01-01,37.59,69.46,7.44,Concluído
9632,2408,56,Oratória,2024-12-31,2025-01-01,21.72,74.61,8.92,Concluído
9633,2408,22,JavaScript Moderno,2024-12-31,2025-01-01,15.63,92.73,8.12,Concluído
9634,2410,32,Data Analytics,2024-12-25,2024-12-27,13.53,66.06,6.07,Concluído
9635,2410,90,Gestão de Tempo,2024-12-17,2024-12-23,11.84,96.93,9.03,Concluído
9636,2410,23,Segurança da Informação,2024-12-23,2024-12-25,26.15,61.11,8.0,Concluído
9637,2410,63,JavaScript Moderno,2024-12-25,2024-12-30,32.04,97.2,7.17,Concluído
9638,2412,35,Machine Learning,2023-07-21,2023-08-21,27.99,70.82,8.18,Concluído
9639,2412,29,Liderança e Gestão de Pessoas,2024-08-16,2024-08-31,20.4,87.91,9.38,Concluído
9640,2412,11,Machine Learning,2024-05-16,,8.11,81.68,,Em Andamento
9641,2412,34,Cloud Computing AWS,2024-04-15,2024-07-30,20.96,67.52,9.04,Concluído
9642,2412,97,Design Thinking,2024-04-04,,3.22,34.65,,Em Andamento
9643,2412,39,Customer Success,2024-01-19,2024-02-14,10.22,61.23,8.13,Concluído
9644,2412,56,Power BI,2024-05-14,2024-06-10,34.95,69.2,6.53,Concluído
9645,2413,42,Power BI,2024-08-31,2024-12-04,13.06,85.91,7.61,Concluído
9646,2413,100,Machine Learning,2024-07-25,2024-10-25,6.62,86.09,8.59,Concluído
9647,2414,49,Gestão de Projetos,2024-11-14,,13.47,3.41,,Em Andamento
9648,2414,32,Excel Avançado,2024-01-16,2024-03-08,20.56,98.85,6.72,Concluído
9649,2414,44,Agile/Scrum,2024-06-20,2024-07-27,10.72,83.79,6.96,Concluído
9650,2414,11,Python Avançado,2024-11-12,2024-11-26,23.13,90.73,9.09,Concluído
9651,2414,43,Oratória,2024-03-12,2024-09-15,19.76,89.42,6.29,Concluído
9652,2414,72,Vendas Consultivas,2024-05-19,2024-11-05,32.74,90.49,6.5,Concluído
9653,2414,100,Comunicação Eficaz,2024-01-19,2024-09-30,27.97,69.15,6.58,Concluído
9654,2415,19,Machine Learning,2023-04-08,2023-07-28,37.72,94.48,9.5,Concluído
9655,2416,33,Liderança e Gestão de Pessoas,2024-07-22,2024-09-17,25.07,96.93,8.72,Concluído
9656,2416,23,JavaScript Moderno,2024-10-12,2024-12-14,6.37,94.42,7.81,Concluído
9657,2416,25,Product Management,2023-12-22,2024-04-14,6.19,97.45,7.33,Concluído
9658,2416,77,Data Analytics,2024-05-19,2024-09-24,6.95,61.75,9.58,Concluído
9659,2416,13,Negociação,2024-01-19,2024-11-07,31.81,65.41,6.4,Concluído
9660,2416,56,Python Avançado,2024-11-05,2024-12-13,21.6,60.07,8.45,Concluído
9661,2416,88,Gestão de Projetos,2023-11-02,2024-02-26,4.78,70.18,6.22,Concluído
9662,2416,21,Segurança da Informação,2024-03-20,2024-07-03,35.55,65.16,8.89,Concluído
9663,2417,76,Gestão de Projetos,2024-12-31,2025-01-01,39.89,81.08,9.93,Concluído
9664,2417,84,Vendas Consultivas,2025-01-01,2025-01-02,17.48,95.39,9.17,Concluído
9665,2417,57,Machine Learning,2025-01-01,2025-01-02,7.22,87.83,9.49,Concluído
9666,2417,75,Vendas Consultivas,2024-12-31,2025-01-01,4.3,72.7,8.65,Concluído
9667,2417,91,Gestão de Tempo,2024-12-31,2025-01-01,20.87,73.76,7.49,Concluído
9668,2417,1,Product Management,2025-01-01,2025-01-02,31.42,95.87,7.14,Concluído
9669,2418,30,Product Management,2024-01-21,2024-08-25,23.29,90.89,9.6,Concluído
9670,2418,32,Gestão de Projetos,2024-01-22,2024-03-07,39.85,88.18,10.0,Concluído
9671,2418,23,Python Avançado,2023-08-17,2024-12-03,8.88,74.08,6.6,Concluído
9672,2419,38,Gestão de Tempo,2024-12-06,2024-12-29,22.66,81.24,9.8,Concluído
9673,2419,44,Customer Success,2024-12-06,2024-12-14,31.18,81.66,9.95,Concluído
9674,2419,13,DevOps e CI/CD,2024-12-06,2024-12-26,31.7,79.2,9.98,Concluído
9675,2419,37,Cloud Computing AWS,2024-12-13,2024-12-31,12.4,97.76,6.53,Concluído
9676,2419,20,Design Thinking,2024-12-21,2024-12-29,18.43,81.83,6.3,Concluído
9677,2420,90,Python Avançado,2023-09-06,2023-11-02,4.87,79.75,7.86,Concluído
9678,2420,52,Power BI,2023-07-30,2024-07-24,13.62,71.44,8.61,Concluído
9679,2420,34,Vendas Consultivas,2024-06-23,2024-07-20,15.74,71.29,8.5,Concluído
9680,2420,1,JavaScript Moderno,2023-12-05,2023-12-16,12.9,89.06,9.33,Concluído
9681,2420,21,Python Avançado,2023-08-11,2024-01-17,31.39,79.5,8.41,Concluído
9682,2420,89,JavaScript Moderno,2024-02-24,2024-12-03,29.71,80.47,8.99,Concluído
9683,2421,81,Gestão de Projetos,2024-11-08,2024-11-27,4.91,83.25,7.76,Concluído
9684,2422,84,Excel Avançado,2023-01-12,2024-09-27,35.0,73.16,6.53,Concluído
9685,2422,86,Power BI,2024-12-20,2024-12-21,36.23,72.6,6.87,Concluído
9686,2422,65,Segurança da Informação,2024-09-21,2024-12-05,21.61,93.47,8.32,Concluído
9687,2423,31,Gestão de Projetos,2024-07-08,2024-10-20,32.87,75.4,6.51,Concluído
9688,2424,12,Negociação,2024-12-11,2024-12-15,4.35,93.64,8.7,Concluído
9689,2424,15,Excel Avançado,2024-01-26,2024-08-25,31.98,80.05,9.1,Concluído
9690,2424,74,Power BI,2023-12-29,2024-04-10,9.86,65.26,7.09,Concluído
9691,2424,27,Vendas Consultivas,2023-12-08,,8.2,10.58,,Cancelado
9692,2424,61,Excel Avançado,2024-11-14,2024-12-30,35.29,93.06,8.87,Concluído
9693,2424,2,Negociação,2023-04-20,,11.84,6.29,,Em Andamento
9694,2424,49,Gestão de Tempo,2023-05-07,,17.01,30.98,,Em Andamento
9695,2425,38,DevOps e CI/CD,2024-10-29,2024-12-16,25.7,85.45,7.63,Concluído
9696,2425,63,Design Thinking,2024-11-26,2024-12-23,29.89,94.01,9.81,Concluído
9697,2425,58,Python Avançado,2024-09-06,,10.64,11.1,,Em Andamento
9698,2427,43,Negociação,2023-11-05,2024-10-22,12.12,76.67,7.21,Concluído
9699,2428,24,Excel Avançado,2024-07-10,2024-11-09,27.25,83.64,9.92,Concluído
9700,2428,15,Segurança da Informação,2024-10-02,2024-12-02,20.73,91.15,9.05,Concluído
9701,2428,89,JavaScript Moderno,2024-08-25,2024-11-30,38.19,84.56,6.42,Concluído
9702,2428,87,Power BI,2024-08-18,2024-11-29,23.24,77.97,6.89,Concluído
9703,2428,93,Liderança e Gestão de Pessoas,2024-08-31,2024-10-05,29.33,90.27,9.05,Concluído
9704,2428,47,Python Avançado,2024-11-18,2024-11-19,38.11,62.82,8.12,Concluído
9705,2428,14,Product Management,2024-09-10,2024-10-02,25.35,83.49,6.39,Concluído
9706,2428,33,Data Analytics,2024-08-18,2024-09-01,7.95,97.75,7.55,Concluído
9707,2429,16,Negociação,2024-10-23,2024-12-23,25.85,74.0,8.56,Concluído
9708,2429,86,Agile/Scrum,2024-11-14,2024-12-25,36.53,86.68,8.3,Concluído
9709,2429,11,Vendas Consultivas,2024-10-24,2024-12-26,19.01,90.54,9.66,Concluído
9710,2429,44,Segurança da Informação,2024-11-21,2024-12-10,17.06,63.2,7.65,Concluído
9711,2429,21,Gestão de Tempo,2024-11-27,,8.89,24.81,,Cancelado
9712,2429,75,Design Thinking,2024-12-21,2024-12-25,28.48,70.07,8.94,Concluído
9713,2430,4,Product Management,2023-07-16,2023-09-14,36.94,66.0,6.91,Concluído
9714,2430,65,Design Thinking,2023-11-13,2024-04-19,17.81,80.05,8.26,Concluído
9715,2430,28,Segurança da Informação,2024-11-15,2024-12-05,7.28,61.18,8.03,Concluído
9716,2430,98,Gestão de Projetos,2023-09-04,2024-06-13,13.75,81.36,8.77,Concluído
9717,2430,67,Segurança da Informação,2024-06-11,2024-07-03,17.92,98.97,6.92,Concluído
9718,2430,96,Oratória,2023-11-10,2024-06-16,37.72,76.32,9.53,Concluído
9719,2433,21,Agile/Scrum,2024-05-08,2024-11-06,21.25,80.39,7.36,Concluído
9720,2433,85,Python Avançado,2024-12-28,,15.8,24.45,,Em Andamento
9721,2433,48,Excel Avançado,2024-04-15,,11.58,36.65,,Em Andamento
9722,2433,52,Agile/Scrum,2024-07-09,2024-08-07,25.92,79.65,9.65,Concluído
9723,2433,3,Gestão de Tempo,2024-07-21,2024-09-17,8.12,85.32,6.44,Concluído
9724,2433,86,Cloud Computing AWS,2024-10-14,2024-11-24,24.44,61.25,8.78,Concluído
9725,2433,75,Segurança da Informação,2024-11-06,,2.88,36.88,,Cancelado
9726,2434,95,DevOps e CI/CD,2024-02-02,2024-11-21,18.14,99.1,9.5,Concluído
9727,2434,93,Product Management,2024-01-07,2024-06-11,32.98,61.61,6.65,Concluído
9728,2434,49,Product Management,2024-03-03,2024-08-16,7.33,72.72,6.37,Concluído
9729,2434,72,JavaScript Moderno,2024-06-22,2024-11-18,14.85,85.51,6.12,Concluído
9730,2434,7,Liderança e Gestão de Pessoas,2024-02-02,2024-11-09,22.36,64.2,6.09,Concluído
9731,2434,2,Negociação,2024-01-09,2024-02-13,31.73,99.16,6.55,Concluído
9732,2434,8,Power BI,2024-08-22,2024-11-25,15.97,86.73,8.19,Concluído
9733,2435,26,Customer Success,2023-08-10,2023-09-24,16.34,61.89,7.0,Concluído
9734,2436,36,Machine Learning,2024-11-22,,7.22,41.09,,Em Andamento
9735,2436,41,Product Management,2024-08-26,2024-09-14,35.62,95.6,6.55,Concluído
9736,2436,78,Agile/Scrum,2024-12-14,2024-12-22,20.31,98.76,9.86,Concluído
9737,2436,33,Power BI,2024-07-17,,4.03,4.57,,Cancelado
9738,2437,28,JavaScript Moderno,2024-07-12,2024-11-10,12.44,81.36,8.73,Concluído
9739,2438,66,Vendas Consultivas,2024-12-17,,2.14,34.95,,Cancelado
9740,2438,55,Customer Success,2024-12-27,2024-12-29,6.88,62.23,8.62,Concluído
9741,2438,74,Data Analytics,2024-06-30,2024-08-31,21.15,81.98,9.44,Concluído
9742,2438,65,Data Analytics,2024-10-31,2024-12-05,30.24,85.13,6.33,Concluído
9743,2438,55,Vendas Consultivas,2024-05-19,,12.1,80.74,,Em Andamento
9744,2438,2,Vendas Consultivas,2024-06-22,2024-10-15,6.35,99.55,8.51,Concluído
9745,2439,64,Segurança da Informação,2024-03-01,,18.62,41.52,,Em Andamento
9746,2439,6,Segurança da Informação,2024-02-01,2024-02-05,10.1,85.87,7.54,Concluído
9747,2439,46,Agile/Scrum,2023-04-04,,16.71,55.7,,Em Andamento
9748,2439,20,Oratória,2024-04-14,2024-06-09,7.15,86.67,7.3,Concluído
9749,2439,58,JavaScript Moderno,2024-08-03,2024-08-14,27.89,81.93,6.83,Concluído
9750,2439,33,Negociação,2024-08-31,2024-10-04,33.03,86.83,7.84,Concluído
9751,2439,57,Design Thinking,2024-08-04,2024-12-09,26.75,81.13,7.87,Concluído
9752,2439,49,Cloud Computing AWS,2023-05-24,2023-07-29,25.58,71.23,7.39,Concluído
9753,2440,27,Liderança e Gestão de Pessoas,2024-12-27,2024-12-30,20.32,74.45,6.71,Concluído
9754,2440,91,Excel Avançado,2024-12-31,2025-01-01,7.02,77.63,9.37,Concluído
9755,2440,82,Negociação,2024-12-20,2024-12-23,16.75,91.25,9.52,Concluído
9756,2440,43,Customer Success,2024-12-28,2024-12-29,14.84,85.17,8.39,Concluído
9757,2440,9,Data Analytics,2024-12-27,2024-12-30,11.23,75.12,6.55,Concluído
9758,2440,87,Liderança e Gestão de Pessoas,2024-12-29,2024-12-30,17.02,60.21,8.73,Concluído
9759,2440,46,Power BI,2024-12-29,2024-12-30,27.76,64.94,7.8,Concluído
9760,2440,39,Gestão de Tempo,2024-12-31,2025-01-01,38.6,89.09,9.68,Concluído
9761,2441,47,Excel Avançado,2024-10-05,2024-11-01,9.66,76.51,7.57,Concluído
9762,2441,58,Excel Avançado,2024-11-04,2024-11-20,34.53,86.05,7.53,Concluído
9763,2441,76,Negociação,2024-11-21,,13.47,22.58,,Em Andamento
9764,2441,82,Comunicação Eficaz,2024-10-28,2024-12-04,37.09,99.37,7.23,Concluído
9765,2441,74,Segurança da Informação,2024-08-23,2024-09-27,17.28,74.05,6.44,Concluído
9766,2441,64,Power BI,2024-10-03,2024-11-22,17.67,85.64,7.82,Concluído
9767,2441,78,Power BI,2024-12-22,,17.56,23.43,,Em Andamento
9768,2442,87,Agile/Scrum,2024-06-21,2024-11-20,21.39,83.45,8.32,Concluído
9769,2442,91,Negociação,2024-09-18,2024-09-26,26.88,87.54,9.96,Concluído
9770,2442,75,DevOps e CI/CD,2024-11-25,2024-12-22,21.81,96.33,9.81,Concluído
9771,2442,6,Oratória,2024-09-02,2024-12-10,7.37,61.77,9.26,Concluído
9772,2442,91,Agile/Scrum,2024-07-18,2024-07-22,26.57,63.45,7.46,Concluído
9773,2442,87,Comunicação Eficaz,2024-12-13,2024-12-18,37.51,82.64,8.76,Concluído
9774,2442,46,JavaScript Moderno,2024-05-31,2024-10-08,17.2,86.44,7.21,Concluído
9775,2442,73,Data Analytics,2024-06-07,2024-10-09,13.83,86.72,9.52,Concluído
9776,2444,3,Design Thinking,2023-12-16,,3.36,31.02,,Em Andamento
9777,2444,17,Vendas Consultivas,2024-01-03,2024-08-26,23.37,72.22,7.28,Concluído
9778,2444,8,JavaScript Moderno,2022-10-29,2023-04-28,37.11,82.9,8.63,Concluído
9779,2444,59,Machine Learning,2024-10-09,2024-12-01,19.14,74.41,6.69,Concluído
9780,2444,94,Machine Learning,2022-12-31,2024-09-06,34.38,94.14,9.8,Concluído
9781,2444,82,Machine Learning,2024-08-13,2024-12-25,10.67,91.59,9.53,Concluído
9782,2444,16,Negociação,2023-03-04,,5.03,45.83,,Em Andamento
9783,2444,31,Product Management,2022-12-14,,12.39,0.41,,Em Andamento
9784,2445,55,Machine Learning,2023-02-10,,10.01,76.05,,Em Andamento
9785,2445,18,Product Management,2023-08-21,,19.15,18.89,,Em Andamento
9786,2446,34,Liderança e Gestão de Pessoas,2024-10-07,2024-10-22,22.8,89.75,9.75,Concluído
9787,2446,62,Design Thinking,2024-04-02,2024-04-24,22.42,96.82,8.16,Concluído
9788,2446,93,Power BI,2024-12-08,2024-12-29,10.53,64.06,7.68,Concluído
9789,2447,29,Data Analytics,2024-12-23,2024-12-24,11.11,88.55,7.04,Concluído
9790,2447,61,Product Management,2024-12-17,2024-12-29,19.41,81.51,9.53,Concluído
9791,2447,79,JavaScript Moderno,2024-12-14,2024-12-28,5.7,64.7,6.28,Concluído
9792,2447,53,JavaScript Moderno,2024-12-01,2024-12-04,26.7,90.67,6.35,Concluído
9793,2447,67,Cloud Computing AWS,2024-12-23,2024-12-28,25.0,73.33,9.47,Concluído
9794,2447,15,Machine Learning,2024-12-13,2024-12-17,20.14,99.44,8.45,Concluído
9795,2449,36,Power BI,2024-09-27,2024-09-29,23.4,97.18,7.99,Concluído
9796,2449,99,Python Avançado,2024-10-28,2024-11-17,6.87,71.61,9.42,Concluído
9797,2449,31,Customer Success,2024-12-28,2024-12-29,38.33,97.49,7.91,Concluído
9798,2450,92,DevOps e CI/CD,2024-09-12,,14.86,59.1,,Em Andamento
9799,2451,74,Segurança da Informação,2024-11-01,2024-12-01,23.57,84.53,9.92,Concluído
9800,2451,5,Agile/Scrum,2024-09-27,2024-11-04,37.57,83.11,9.96,Concluído
9801,2452,3,Segurança da Informação,2023-09-12,2024-10-20,11.42,88.82,7.61,Concluído
9802,2452,97,Agile/Scrum,2024-03-15,2024-10-20,39.87,67.21,7.44,Concluído
9803,2452,68,DevOps e CI/CD,2024-09-11,,7.03,69.75,,Em Andamento
9804,2452,87,Negociação,2023-08-17,2024-03-27,7.57,76.69,6.71,Concluído
9805,2452,16,Comunicação Eficaz,2024-10-30,,4.03,12.16,,Em Andamento
9806,2452,63,Power BI,2024-12-27,2024-12-29,5.83,86.02,7.34,Concluído
9807,2453,1,Liderança e Gestão de Pessoas,2024-11-25,,2.61,3.28,,Cancelado
9808,2453,88,Customer Success,2024-12-24,2024-12-27,32.31,73.13,9.88,Concluído
9809,2453,96,Liderança e Gestão de Pessoas,2024-11-26,2024-12-01,7.53,82.09,9.91,Concluído
9810,2453,62,JavaScript Moderno,2024-09-09,2024-09-12,37.66,78.35,7.33,Concluído
9811,2453,41,Gestão de Tempo,2024-06-21,2024-11-25,15.66,92.39,7.6,Concluído
9812,2454,72,Excel Avançado,2024-07-01,2024-11-05,31.74,61.35,9.61,Concluído
9813,2454,87,Oratória,2024-06-09,2024-07-29,12.75,76.62,7.46,Concluído
9814,2454,48,Design Thinking,2024-09-06,2024-11-14,27.22,73.85,7.12,Concluído
9815,2454,77,Comunicação Eficaz,2023-05-06,2024-05-28,28.46,93.05,9.27,Concluído
9816,2454,19,Vendas Consultivas,2023-09-17,,15.83,13.84,,Em Andamento
9817,2455,19,Liderança e Gestão de Pessoas,2024-04-08,2024-05-29,29.02,67.03,9.6,Concluído
9818,2455,33,Machine Learning,2024-08-22,2024-08-23,10.23,93.8,6.58,Concluído
9819,2455,94,Gestão de Projetos,2024-09-06,,17.87,76.67,,Em Andamento
9820,2456,57,Oratória,2024-12-25,2024-12-30,26.46,80.29,7.32,Concluído
9821,2456,94,Cloud Computing AWS,2024-08-22,2024-08-24,6.17,68.15,9.51,Concluído
9822,2456,46,Vendas Consultivas,2023-02-01,2024-01-22,9.3,93.98,6.86,Concluído
9823,2456,30,Segurança da Informação,2023-11-09,2024-11-23,36.19,60.66,6.56,Concluído
9824,2456,66,Power BI,2024-05-12,,6.09,53.81,,Em Andamento
9825,2457,57,Product Management,2024-12-18,2024-12-22,35.92,89.92,8.91,Concluído
9826,2457,56,Customer Success,2024-12-29,2024-12-31,35.63,87.78,9.01,Concluído
9827,2457,54,Excel Avançado,2024-12-22,2024-12-31,33.36,78.52,7.65,Concluído
9828,2457,11,Design Thinking,2024-12-19,2024-12-27,7.0,81.94,6.3,Concluído
9829,2458,47,Gestão de Tempo,2024-12-19,,1.62,24.08,,Cancelado
9830,2458,18,Customer Success,2024-12-14,,7.0,8.74,,Em Andamento
9831,2459,3,Vendas Consultivas,2024-10-04,2024-12-29,9.95,97.26,9.59,Concluído
9832,2459,49,Negociação,2024-11-04,2024-11-30,16.39,65.03,8.66,Concluído
9833,2459,4,Gestão de Tempo,2024-12-14,2024-12-20,14.59,99.27,6.37,Concluído
9834,2459,77,Negociação,2024-10-07,2024-10-17,13.14,90.89,9.86,Concluído
9835,2460,72,Data Analytics,2023-02-27,2024-04-01,5.33,67.91,6.78,Concluído
9836,2460,63,Oratória,2023-07-25,,3.03,83.93,,Em Andamento
9837,2460,72,Excel Avançado,2024-05-11,2024-07-05,31.0,84.69,9.83,Concluído
9838,2460,18,Design Thinking,2024-07-15,,19.03,25.23,,Em Andamento
9839,2460,37,Gestão de Projetos,2024-06-28,2024-07-24,28.03,85.21,8.17,Concluído
9840,2460,50,Agile/Scrum,2023-10-10,2024-10-10,8.38,79.98,7.42,Concluído
9841,2460,4,Negociação,2022-12-28,2023-09-08,33.24,98.89,7.99,Concluído
9842,2461,18,Machine Learning,2024-12-13,,13.62,5.17,,Em Andamento
9843,2461,59,Negociação,2024-07-17,2024-08-31,8.67,91.93,8.95,Concluído
9844,2461,67,Segurança da Informação,2024-08-30,2024-09-28,30.83,89.49,7.23,Concluído
9845,2461,56,Gestão de Tempo,2024-06-05,2024-11-25,28.87,66.44,8.14,Concluído
9846,2461,92,Gestão de Tempo,2023-12-27,,2.57,33.39,,Cancelado
9847,2461,76,DevOps e CI/CD,2022-10-02,,16.16,59.21,,Em Andamento
9848,2461,39,Power BI,2024-12-26,2024-12-30,13.17,60.37,9.78,Concluído
9849,2461,86,Design Thinking,2023-01-29,2023-09-25,33.61,92.7,9.25,Concluído
9850,2462,93,Machine Learning,2024-05-02,,7.17,48.12,,Em Andamento
9851,2462,29,Oratória,2024-07-13,2024-08-02,4.76,71.82,9.96,Concluído
9852,2462,22,Vendas Consultivas,2024-05-29,2024-07-25,8.84,96.65,7.01,Concluído
9853,2462,99,Excel Avançado,2023-12-28,2024-04-20,18.01,62.59,6.61,Concluído
9854,2463,28,Customer Success,2023-03-25,2023-11-23,27.88,89.1,8.59,Concluído
9855,2463,92,Excel Avançado,2024-07-26,2024-09-16,34.69,80.67,8.74,Concluído
9856,2463,38,Comunicação Eficaz,2023-12-04,2024-09-01,14.74,71.85,6.87,Concluído
9857,2463,1,Negociação,2023-08-07,2024-10-02,16.34,72.43,6.38,Concluído
9858,2463,20,Power BI,2024-06-25,2024-07-11,30.08,98.62,9.26,Concluído
9859,2463,1,Python Avançado,2023-03-04,2024-08-28,26.13,91.97,8.43,Concluído
9860,2463,59,Product Management,2024-05-14,2024-12-26,33.98,61.25,7.28,Concluído
9861,2463,27,DevOps e CI/CD,2024-07-19,,6.38,24.1,,Em Andamento
9862,2464,45,Product Management,2023-12-21,2024-01-14,23.03,67.46,6.62,Concluído
9863,2464,97,Gestão de Tempo,2023-09-14,2024-04-02,16.13,78.85,6.37,Concluído
9864,2464,69,Negociação,2023-09-27,,4.56,51.57,,Em Andamento
9865,2464,27,Cloud Computing AWS,2023-10-28,,19.45,43.55,,Em Andamento
9866,2465,64,Excel Avançado,2024-12-27,2024-12-30,4.49,75.65,9.5,Concluído
9867,2465,60,Gestão de Tempo,2024-12-26,2024-12-28,26.71,77.48,7.11,Concluído
9868,2465,68,Comunicação Eficaz,2024-12-26,2024-12-29,32.27,76.23,7.63,Concluído
9869,2466,57,Product Management,2023-09-27,,9.93,70.63,,Em Andamento
9870,2466,21,Liderança e Gestão de Pessoas,2024-03-17,2024-04-09,24.6,91.48,8.12,Concluído
9871,2466,8,JavaScript Moderno,2023-07-19,2024-01-23,36.76,70.54,8.53,Concluído
9872,2466,94,Gestão de Tempo,2023-03-24,2023-10-21,18.37,80.66,8.15,Concluído
9873,2468,5,Design Thinking,2024-09-01,2024-09-05,12.48,89.01,7.54,Concluído
9874,2468,59,Comunicação Eficaz,2024-12-03,2024-12-19,37.96,90.93,6.72,Concluído
9875,2468,1,Excel Avançado,2024-12-02,2024-12-21,18.39,60.48,9.32,Concluído
9876,2468,75,Gestão de Tempo,2024-10-28,2024-11-12,15.69,94.94,6.4,Concluído
9877,2468,14,DevOps e CI/CD,2024-12-03,2024-12-22,28.12,67.52,6.8,Concluído
9878,2468,64,Segurança da Informação,2024-10-09,2024-11-02,33.09,77.82,6.85,Concluído
9879,2469,82,DevOps e CI/CD,2023-04-04,2024-08-24,23.09,97.67,6.56,Concluído
9880,2469,31,Comunicação Eficaz,2024-08-13,2024-10-27,25.03,85.39,6.73,Concluído
9881,2469,42,Negociação,2023-07-05,2024-06-17,39.7,86.82,7.62,Concluído
9882,2469,99,Vendas Consultivas,2023-09-04,2024-08-19,4.6,81.11,6.79,Concluído
9883,2470,17,Design Thinking,2024-12-28,2024-12-31,35.59,78.78,8.84,Concluído
9884,2470,41,Vendas Consultivas,2023-12-07,2024-08-10,11.42,82.75,7.35,Concluído
9885,2470,77,Design Thinking,2023-02-14,2023-05-16,7.06,88.34,6.77,Concluído
